power,Day,Time_of_Day,Location,Date
-102.92,6,3,0,09/22/24
-100.78,6,1,0,09/22/24
-102.023,6,2,0,09/22/24
-104.145,0,3,0,09/23/24
-100.3,0,1,0,09/23/24
-103.362,1,3,0,09/24/24
-96.137,1,0,0,09/24/24
-101.312,1,1,0,09/24/24
-104.33,1,2,0,09/24/24
-103.892,2,3,0,09/25/24
-101.169,2,1,0,09/25/24
-103.359,2,2,0,09/25/24
-104.529,3,3,0,09/26/24
-98.178,3,0,0,09/26/24
-100.468,3,1,0,09/26/24
-104.644,4,3,0,09/27/24
-99.608,4,0,0,09/27/24
-95.696,4,1,0,09/27/24
-94.937,4,2,0,09/27/24
-104.68,5,3,0,09/28/24
-101.888,5,1,0,09/28/24
-102.239,5,2,0,09/28/24
-104.742,6,3,0,09/29/24
-102.019,6,0,0,09/29/24
-104.452,6,1,0,09/29/24
-104.106,0,3,0,09/30/24
-101.6,0,0,0,09/30/24
-102.669,0,1,0,09/30/24
-104.609,0,2,0,09/30/24
-104.183,1,3,0,10/01/24
-98.405,1,0,0,10/01/24
-104.756,1,2,0,10/01/24
-103.922,2,3,0,10/02/24
-103.259,2,0,0,10/02/24
-98.256,2,1,0,10/02/24
-104.184,2,2,0,10/02/24
-98.396,3,0,0,10/03/24
-104.459,3,2,0,10/03/24
-101.386,4,0,0,10/04/24
-102.47,4,1,0,10/04/24
-104.266,4,2,0,10/04/24
-103.124,5,3,0,10/05/24
-102.821,5,0,0,10/05/24
-103.535,5,2,0,10/05/24
-104.456,6,3,0,10/06/24
-98.1,6,0,0,10/06/24
-100.029,6,1,0,10/06/24
-104.366,0,0,0,10/07/24
-99.116,0,1,0,10/07/24
-98.47,0,2,0,10/07/24
-103.524,1,3,0,10/08/24
-102.346,1,0,0,10/08/24
-97.665,1,2,0,10/08/24
-96.32,2,3,0,10/09/24
-93.49,2,0,0,10/09/24
-99.714,2,1,0,10/09/24
-100.27,2,2,0,10/09/24
-103.841,3,0,0,10/10/24
-103.494,3,1,0,10/10/24
-104.147,3,2,0,10/10/24
-104.216,4,3,0,10/11/24
-101.694,4,0,0,10/11/24
-97.668,4,2,0,10/11/24
-103.579,5,3,0,10/12/24
-102.196,5,0,0,10/12/24
-97.697,5,1,0,10/12/24
-103.697,5,2,0,10/12/24
-104.454,6,0,0,10/13/24
-104.49,6,1,0,10/13/24
-103.835,6,2,0,10/13/24
-103.63,0,3,0,10/14/24
-100.219,0,0,0,10/14/24
-103.994,0,2,0,10/14/24
-102.594,1,3,0,10/15/24
-102.504,1,0,0,10/15/24
-101.327,1,1,0,10/15/24
-104.071,2,3,0,10/16/24
-102.615,2,0,0,10/16/24
-95.005,2,1,0,10/16/24
-102.155,2,2,0,10/16/24
-99.179,3,3,0,10/17/24
-99.303,3,0,0,10/17/24
-102.362,3,2,0,10/17/24
-100.214,4,3,0,10/18/24
-102.049,4,0,0,10/18/24
-102.277,4,1,0,10/18/24
-103.761,4,2,0,10/18/24
-96.849,5,0,0,10/19/24
-104.029,5,1,0,10/19/24
-101.213,5,2,0,10/19/24
-98.541,6,3,0,10/20/24
-104.7,6,0,0,10/20/24
-90.043,6,2,0,10/20/24
-103.984,0,3,0,10/21/24
-102.844,0,0,0,10/21/24
-95.786,0,1,0,10/21/24
-100.804,1,3,0,10/22/24
-95.567,1,0,0,10/22/24
-96.757,1,1,0,10/22/24
-100.784,1,2,0,10/22/24
-103.501,2,3,0,10/23/24
-101.489,2,0,0,10/23/24
-102.344,2,2,0,10/23/24
-104.616,3,3,0,10/24/24
-98.819,3,0,0,10/24/24
-94.899,3,1,0,10/24/24
-96.445,3,2,0,10/24/24
-103.829,4,0,0,10/25/24
-95.813,4,1,0,10/25/24
-99.781,4,2,0,10/25/24
-95.317,5,3,0,10/26/24
-89.21,5,0,0,10/26/24
-101.976,5,2,0,10/26/24
-103.71,6,3,0,10/27/24
-98.417,6,0,0,10/27/24
-101.756,6,1,0,10/27/24
-98.078,6,2,0,10/27/24
-98.64,0,0,0,10/28/24
-101.095,0,1,0,10/28/24
-103.45,0,2,0,10/28/24
-104.117,1,3,0,10/29/24
-97.349,1,0,0,10/29/24
-103.829,1,2,0,10/29/24
-97.235,2,3,0,10/30/24
-97.373,2,0,0,10/30/24
-99.706,2,1,0,10/30/24
-102.177,2,2,0,10/30/24
-102.101,3,0,0,10/31/24
-101.659,3,1,0,10/31/24
-96.886,3,2,0,10/31/24
-103.714,4,3,0,11/01/24
-95.455,4,0,0,11/01/24
-94.635,4,2,0,11/01/24
-98.413,5,3,0,11/02/24
-97.202,5,0,0,11/02/24
-103.961,5,1,0,11/02/24
-103.797,6,3,0,11/03/24
-103.573,6,3,0,11/03/24
-97.121,6,1,0,11/03/24
-100.863,6,2,0,11/03/24
-102.242,0,3,0,11/04/24
-102.699,0,0,0,11/04/24
-102.355,0,1,0,11/04/24
-96.357,1,3,0,11/05/24
-95.329,1,0,0,11/05/24
-89.458,1,1,0,11/05/24
-103.605,1,2,0,11/05/24
-103.294,2,0,0,11/06/24
-101.297,2,1,0,11/06/24
-95.152,2,2,0,11/06/24
-103.299,3,3,0,11/07/24
-92.89,3,0,0,11/07/24
-102.981,3,2,0,11/07/24
-102.108,4,3,0,11/08/24
-97.48,4,0,0,11/08/24
-100.711,4,1,0,11/08/24
-103.401,4,2,0,11/08/24
-103.743,5,0,0,11/09/24
-100.555,5,1,0,11/09/24
-95.134,5,2,0,11/09/24
-103.547,6,3,0,11/10/24
-94.786,6,1,0,11/10/24
-103.517,6,2,0,11/10/24
-103.878,0,3,0,11/11/24
-95.128,0,0,0,11/11/24
-101.095,0,1,0,11/11/24
-103.812,1,3,0,11/12/24
-98.567,1,0,0,11/12/24
-100.025,1,1,0,11/12/24
-98.429,1,2,0,11/12/24
-104.151,2,3,0,11/13/24
-97.989,2,1,0,11/13/24
-100.43,2,2,0,11/13/24
-103.66,3,3,0,11/14/24
-102.314,3,0,0,11/14/24
-95.237,3,1,0,11/14/24
-102.819,4,3,0,11/15/24
-102.985,4,0,0,11/15/24
-95.495,4,1,0,11/15/24
-91.165,4,2,0,11/15/24
-103.618,5,3,0,11/16/24
-100.808,5,0,0,11/16/24
-98.322,5,2,0,11/16/24
-97.907,6,3,0,11/17/24
-103.599,6,0,0,11/17/24
-103.61,6,1,0,11/17/24
-101.601,6,2,0,11/17/24
-97.381,0,0,0,11/18/24
-75.565,0,1,0,11/18/24
-100.135,0,2,0,11/18/24
-100.552,1,3,0,11/19/24
-103.52,1,2,0,11/19/24
-101.755,2,3,0,11/20/24
-100.636,2,0,0,11/20/24
-99.62,2,1,0,11/20/24
-103.072,2,2,0,11/20/24
-96.2,3,0,0,11/21/24
-98.232,3,1,0,11/21/24
-96.6,3,2,0,11/21/24
-96.882,4,0,0,11/22/24
-102.323,4,1,0,11/22/24
-102.163,4,2,0,11/22/24
-103.382,5,0,0,11/23/24
-97.126,5,2,0,11/23/24
-97.335,6,3,0,11/24/24
-102.272,6,0,0,11/24/24
-94.735,6,2,0,11/24/24
-102.435,0,3,0,11/25/24
-95.34,0,0,0,11/25/24
-101.69,0,1,0,11/25/24
-92.896,1,0,0,11/26/24
-95.98,1,1,0,11/26/24
-103.062,1,2,0,11/26/24
-102.669,2,0,0,11/27/24
-94.078,2,1,0,11/27/24
-100.157,2,2,0,11/27/24
-102.495,3,3,0,11/28/24
-103.4,3,1,0,11/28/24
-102.376,3,2,0,11/28/24
-103.346,4,3,0,11/29/24
-94.629,4,0,0,11/29/24
-101.344,4,2,0,11/29/24
-102.682,5,3,0,11/30/24
-98.684,5,0,0,11/30/24
-95.269,5,2,0,11/30/24
-102.942,6,3,0,12/01/24
-103.241,6,0,0,12/01/24
-103.105,6,2,0,12/01/24
-91.166,0,3,0,12/02/24
-101.782,0,0,0,12/02/24
-101.971,0,1,0,12/02/24
-103.496,1,3,0,12/03/24
-102.136,1,1,0,12/03/24
-100.919,1,2,0,12/03/24
-103.138,2,0,0,12/04/24
-96.036,2,1,0,12/04/24
-102.729,2,2,0,12/04/24
-102.379,3,3,0,12/05/24
-94.788,3,1,0,12/05/24
-96.147,3,2,0,12/05/24
-97.305,4,1,0,12/06/24
-100.925,4,2,0,12/06/24
-93.534,5,3,0,12/07/24
-99.77,5,0,0,12/07/24
-92.693,5,2,0,12/07/24
-103.568,6,0,0,12/08/24
-103.361,6,2,0,12/08/24
-95.875,0,0,0,12/09/24
-91.151,0,1,0,12/09/24
-101.789,0,2,0,12/09/24
-102.829,1,3,0,12/10/24
-102.912,1,1,0,12/10/24
-96.937,1,2,0,12/10/24
-103.026,2,3,0,12/11/24
-101.306,2,0,0,12/11/24
-99.819,2,2,0,12/11/24
-94.68,3,3,0,12/12/24
-97.836,3,0,0,12/12/24
-102.796,3,2,0,12/12/24
-101.005,4,3,0,12/13/24
-102.773,4,0,0,12/13/24
-92.422,4,1,0,12/13/24
-103.462,4,2,0,12/13/24
-102.992,5,3,0,12/14/24
-99.842,5,1,0,12/14/24
-102.99,5,2,0,12/14/24
-101.216,6,3,0,12/15/24
-101.549,6,0,0,12/15/24
-103.707,0,3,0,12/16/24
-100.133,0,0,0,12/16/24
-103.45,1,3,0,12/17/24
-91.273,1,0,0,12/17/24
-97.037,1,1,0,12/17/24
-94.822,2,3,0,12/18/24
-95.1,2,0,0,12/18/24
-93.87,2,1,0,12/18/24
-103.145,2,2,0,12/18/24
-103.374,3,3,0,12/19/24
-102.677,3,0,0,12/19/24
-97.891,3,2,0,12/19/24
-102.106,4,3,0,12/20/24
-102.039,4,0,0,12/20/24
-98.601,4,1,0,12/20/24
-101.618,4,2,0,12/20/24
-102.943,5,0,0,12/21/24
-103.411,5,1,0,12/21/24
-94.121,5,2,0,12/21/24
-101.436,6,0,0,12/22/24
-102.998,3,1,0,12/26/24
-102.193,3,2,0,12/26/24
-103.426,4,3,0,12/27/24
-97.574,4,0,0,12/27/24
-96.751,4,1,0,12/27/24
-100.057,5,3,0,12/28/24
-103.134,5,0,0,12/28/24
-95.862,5,1,0,12/28/24
-102.811,5,2,0,12/28/24
-103.494,6,3,0,12/29/24
-95.364,6,1,0,12/29/24
-102.374,6,2,0,12/29/24
-95.791,0,3,0,12/30/24
-100.922,0,0,0,12/30/24
-101.174,0,1,0,12/30/24
-95.914,1,3,0,12/31/24
-93.753,1,0,0,12/31/24
-94.485,1,1,0,12/31/24
-101.363,1,2,0,12/31/24
-100.478,2,3,0,01/01/25
-102.585,2,0,0,01/01/25
-99.386,3,0,0,01/02/25
-101.804,3,1,0,01/02/25
-101.341,3,2,0,01/02/25
-102.539,4,3,0,01/03/25
-101.487,4,0,0,01/03/25
-97.083,4,1,0,01/03/25
-102.848,5,3,0,01/04/25
-94.68,5,0,0,01/04/25
-99.112,5,1,0,01/04/25
-93.076,5,2,0,01/04/25
-103.368,6,3,0,01/05/25
-97.275,6,0,0,01/05/25
-102.851,6,2,0,01/05/25
-103.359,0,3,0,01/06/25
-88.724,0,0,0,01/06/25
-101.361,0,1,0,01/06/25
-102.845,0,2,0,01/06/25
-93.659,1,0,0,01/07/25
-99.554,1,1,0,01/07/25
-95.363,1,2,0,01/07/25
-101.472,2,3,0,01/08/25
-95.482,2,0,0,01/08/25
-94.186,2,1,0,01/08/25
-103.201,3,3,0,01/09/25
-88.739,3,0,0,01/09/25
-100.544,3,1,0,01/09/25
-94.014,3,2,0,01/09/25
-100.455,4,0,0,01/10/25
-101.586,4,1,0,01/10/25
-101.96,2,0,0,01/15/25
-100.424,2,1,0,01/15/25
-99.026,3,3,0,01/16/25
-102.63,3,0,0,01/16/25
-96.403,3,1,0,01/16/25
-99.742,3,2,0,01/16/25
-102.45,4,3,0,01/17/25
-90.655,4,1,0,01/17/25
-98.249,4,2,0,01/17/25
-102.572,5,3,0,01/18/25
-102.823,5,1,0,01/18/25
-100.062,5,2,0,01/18/25
-100.774,6,3,0,01/19/25
-100.073,6,0,0,01/19/25
-101.774,6,2,0,01/19/25
-102.002,0,3,0,01/20/25
-101.846,0,0,0,01/20/25
-99.36,0,2,0,01/20/25
-99.214,1,3,0,01/21/25
-91.935,1,0,0,01/21/25
-96.992,1,1,0,01/21/25
-93.405,2,3,0,01/22/25
-100.293,2,0,0,01/22/25
-96.758,2,1,0,01/22/25
-101.059,2,2,0,01/22/25
-99.074,3,3,0,01/23/25
-101.168,3,0,0,01/23/25
-102.193,3,2,0,01/23/25
-102.718,4,3,0,01/24/25
-95.606,4,0,0,01/24/25
-102.478,4,2,0,01/24/25
-102.726,5,0,0,01/25/25
-102.47,5,1,0,01/25/25
-100.888,5,2,0,01/25/25
-98.268,6,0,0,01/26/25
-84.598,6,1,0,01/26/25
-102.158,6,2,0,01/26/25
-101.324,0,3,0,01/27/25
-100.646,0,1,0,01/27/25
-102.096,0,2,0,01/27/25
-96.132,1,1,0,01/28/25
-96.014,2,3,0,01/29/25
-100.205,2,0,0,01/29/25
-101.475,2,1,0,01/29/25
-96.481,2,2,0,01/29/25
-91.201,3,0,0,01/30/25
-90.087,3,1,0,01/30/25
-101.386,3,2,0,01/30/25
-102.205,4,3,0,01/31/25
-101.14,4,0,0,01/31/25
-99.58,4,1,0,01/31/25
-102.483,5,0,0,02/01/25
-101.046,5,1,0,02/01/25
-101.798,6,0,0,02/02/25
-96.344,6,1,0,02/02/25
-101.823,6,2,0,02/02/25
-97.62,0,3,0,02/03/25
-95.235,0,1,0,02/03/25
-102.096,0,2,0,02/03/25
-102.255,1,3,0,02/04/25
-86.173,1,0,0,02/04/25
-102.543,1,1,0,02/04/25
-102.311,2,3,0,02/05/25
-97.428,2,0,0,02/05/25
-101.646,2,1,0,02/05/25
-102.57,2,2,0,02/05/25
-102.123,3,3,0,02/06/25
-93.709,3,1,0,02/06/25
-94.067,3,2,0,02/06/25
-102.852,4,3,0,02/07/25
-98.972,4,0,0,02/07/25
-95.347,5,3,0,02/08/25
-102.294,5,0,0,02/08/25
-99.897,5,1,0,02/08/25
-101.228,5,2,0,02/08/25
-100.072,6,0,0,02/09/25
-93.47,6,1,0,02/09/25
-90.148,6,2,0,02/09/25
-102.027,0,3,0,02/10/25
-98.318,0,1,0,02/10/25
-99.383,0,2,0,02/10/25
-101.867,1,3,0,02/11/25
-99.567,1,0,0,02/11/25
-86.935,1,1,0,02/11/25
-90.483,2,3,0,02/12/25
-89.905,2,0,0,02/12/25
-91.251,6,1,0,11/26/23
-93.425,6,2,0,11/26/23
-94.223,0,0,0,11/27/23
-90.782,0,0,0,11/27/23
-89.717,0,1,0,11/27/23
-91.271,0,2,0,11/27/23
-94.289,1,3,0,11/28/23
-91.365,1,1,0,11/28/23
-93.547,1,2,0,11/28/23
-94.148,2,3,0,11/29/23
-91.739,2,0,0,11/29/23
-88.748,2,1,0,11/29/23
-91.868,2,2,0,11/29/23
-94.257,3,3,0,11/30/23
-92.686,3,0,0,11/30/23
-91.081,3,2,0,11/30/23
-93.755,4,3,0,12/01/23
-93.08,4,0,0,12/01/23
-91.296,4,1,0,12/01/23
-91.182,4,2,0,12/01/23
-94.115,5,0,0,12/02/23
-89.624,5,1,0,12/02/23
-94.929,5,2,0,12/02/23
-91.224,1,0,0,12/12/23
-91.898,1,2,0,12/12/23
-93.991,2,3,0,12/13/23
-89.533,2,0,0,12/13/23
-92.725,2,1,0,12/13/23
-93.241,2,2,0,12/13/23
-92.503,3,0,0,12/14/23
-92.701,3,1,0,12/14/23
-93.415,4,3,0,12/15/23
-92.14,4,0,0,12/15/23
-90.437,4,1,0,12/15/23
-93.887,4,2,0,12/15/23
-94.521,5,0,0,12/16/23
-93.537,5,1,0,12/16/23
-94.255,5,2,0,12/16/23
-95.174,6,3,0,12/17/23
-92.156,6,0,0,12/17/23
-92.642,6,2,0,12/17/23
-96.844,0,3,0,12/18/23
-93.889,0,0,0,12/18/23
-94.634,0,1,0,12/18/23
-94.022,0,2,0,12/18/23
-94.806,1,3,0,12/19/23
-89.401,1,1,0,12/19/23
-93.403,1,2,0,12/19/23
-95.44,2,3,0,12/20/23
-91.929,2,0,0,12/20/23
-95.097,2,1,0,12/20/23
-95.12,2,2,0,12/20/23
-94.406,3,0,0,12/21/23
-94.297,3,1,0,12/21/23
-95.149,3,2,0,12/21/23
-94.357,4,3,0,12/22/23
-88.442,4,0,0,12/22/23
-96.893,4,2,0,12/22/23
-95.184,5,3,0,12/23/23
-96.196,5,0,0,12/23/23
-94.625,5,1,0,12/23/23
-95.442,5,2,0,12/23/23
-95.802,6,3,0,12/24/23
-94.95,6,0,0,12/24/23
-93.648,6,2,0,12/24/23
-94.087,0,3,0,12/25/23
-94.376,0,0,0,12/25/23
-94.969,0,1,0,12/25/23
-94.626,0,2,0,12/25/23
-94.822,1,3,0,12/26/23
-90.086,1,1,0,12/26/23
-95.027,1,2,0,12/26/23
-96.457,2,3,0,12/27/23
-94.011,2,0,0,12/27/23
-94.539,2,1,0,12/27/23
-94.57,2,2,0,12/27/23
-93.301,3,0,0,12/28/23
-94.934,3,1,0,12/28/23
-90.341,3,2,0,12/28/23
-94.152,4,3,0,12/29/23
-95.785,4,0,0,12/29/23
-94.505,5,1,0,12/30/23
-95.243,5,2,0,12/30/23
-94.81,6,3,0,12/31/23
-96.036,6,0,0,12/31/23
-95.409,6,2,0,12/31/23
-94.867,0,3,0,01/01/24
-95.174,0,0,0,01/01/24
-94.795,0,1,0,01/01/24
-95.042,0,2,0,01/01/24
-94.503,1,3,0,01/02/24
-93.064,1,0,0,01/02/24
-95.05,1,2,0,01/02/24
-94.675,2,3,0,01/03/24
-93.196,2,0,0,01/03/24
-91.622,2,1,0,01/03/24
-94.41,2,2,0,01/03/24
-95.609,3,3,0,01/04/24
-91.483,3,1,0,01/04/24
-93.351,3,2,0,01/04/24
-92.211,4,3,0,01/05/24
-95.62,4,0,0,01/05/24
-91.464,4,1,0,01/05/24
-89.629,4,2,0,01/05/24
-95.606,5,3,0,01/06/24
-95.359,5,1,0,01/06/24
-95.933,5,2,0,01/06/24
-95.648,6,3,0,01/07/24
-91.475,6,0,0,01/07/24
-95.64,6,1,0,01/07/24
-93.54,6,2,0,01/07/24
-96.233,0,0,0,01/08/24
-94.926,0,1,0,01/08/24
-90.451,0,2,0,01/08/24
-91.674,1,3,0,01/09/24
-90.123,1,0,0,01/09/24
-95.025,1,1,0,01/09/24
-90.099,2,3,0,01/10/24
-91.941,2,0,0,01/10/24
-92.795,2,1,0,01/10/24
-94.177,2,2,0,01/10/24
-95.367,3,3,0,01/11/24
-94.088,3,0,0,01/11/24
-85.203,3,1,0,01/11/24
-96.621,4,3,0,01/12/24
-94.37,4,0,0,01/12/24
-87.078,4,1,0,01/12/24
-94.266,4,2,0,01/12/24
-95.518,5,3,0,01/13/24
-95.205,5,0,0,01/13/24
-91.157,5,2,0,01/13/24
-96.925,6,3,0,01/14/24
-95.273,6,0,0,01/14/24
-91.974,6,1,0,01/14/24
-96.589,6,2,0,01/14/24
-95.746,0,3,0,01/15/24
-94.693,0,1,0,01/15/24
-90.541,0,2,0,01/15/24
-96.714,1,3,0,01/16/24
-91.372,1,0,0,01/16/24
-89.441,1,1,0,01/16/24
-93.897,2,3,0,01/17/24
-79.683,2,0,0,01/17/24
-91.021,2,1,0,01/17/24
-93.94,2,2,0,01/17/24
-94.282,3,3,0,01/18/24
-87.198,3,0,0,01/18/24
-93.494,3,2,0,01/18/24
-96.662,4,3,0,01/19/24
-88.61,4,0,0,01/19/24
-93.643,4,1,0,01/19/24
-94.375,5,3,0,01/20/24
-92.887,5,0,0,01/20/24
-94.766,5,1,0,01/20/24
-96.532,5,2,0,01/20/24
-95.427,6,3,0,01/21/24
-93.951,6,1,0,01/21/24
-95.664,6,2,0,01/21/24
-97.361,0,3,0,01/22/24
-93.682,0,0,0,01/22/24
-92.776,0,2,0,01/22/24
-97.29,1,3,0,01/23/24
-91.205,1,0,0,01/23/24
-91.833,1,1,0,01/23/24
-91.071,1,2,0,01/23/24
-95.542,2,0,0,01/24/24
-94.159,2,1,0,01/24/24
-92.626,2,2,0,01/24/24
-94.248,3,3,0,01/25/24
-95.566,3,0,0,01/25/24
-96.981,3,2,0,01/25/24
-91.235,4,3,0,01/26/24
-94.779,4,0,0,01/26/24
-88.236,4,1,0,01/26/24
-95.326,4,2,0,01/26/24
-96.484,5,0,0,01/27/24
-97.039,5,1,0,01/27/24
-97.023,5,2,0,01/27/24
-92.838,6,3,0,01/28/24
-96.663,6,1,0,01/28/24
-96.096,6,2,0,01/28/24
-91.475,0,3,0,01/29/24
-94.477,0,0,0,01/29/24
-95.301,0,1,0,01/29/24
-95.328,1,3,0,01/30/24
-91.592,1,0,0,01/30/24
-93.703,1,1,0,01/30/24
-97.259,1,2,0,01/30/24
-95.683,2,3,0,01/31/24
-94.716,2,1,0,01/31/24
-95.462,2,2,0,01/31/24
-94.091,3,3,0,02/01/24
-94.212,3,0,0,02/01/24
-94.42,3,2,0,02/01/24
-94.258,4,3,0,02/02/24
-91.797,4,0,0,02/02/24
-94.703,4,1,0,02/02/24
-95.441,4,2,0,02/02/24
-96.265,5,0,0,02/03/24
-97.718,5,1,0,02/03/24
-95.181,6,3,0,02/04/24
-94.701,6,1,0,02/04/24
-92.537,6,2,0,02/04/24
-94.433,0,3,0,02/05/24
-96.07,0,0,0,02/05/24
-90.83,0,1,0,02/05/24
-89.337,0,2,0,02/05/24
-89.139,1,0,0,02/06/24
-82.639,1,1,0,02/06/24
-94.95,1,2,0,02/06/24
-96.395,2,3,0,02/07/24
-91.188,2,1,0,02/07/24
-93.865,2,2,0,02/07/24
-82.067,3,3,0,02/08/24
-91.663,3,0,0,02/08/24
-92.959,3,1,0,02/08/24
-95.024,3,2,0,02/08/24
-93.567,4,0,0,02/09/24
-84.549,4,1,0,02/09/24
-93.646,4,2,0,02/09/24
-95.383,5,3,0,02/10/24
-89.537,5,1,0,02/10/24
-95.629,5,2,0,02/10/24
-94.882,6,3,0,02/11/24
-93.757,6,0,0,02/11/24
-94.106,6,1,0,02/11/24
-91.698,0,3,0,02/12/24
-93.838,0,0,0,02/12/24
-92.875,0,1,0,02/12/24
-94.792,0,2,0,02/12/24
-90.97,1,3,0,02/13/24
-92.148,1,1,0,02/13/24
-93.83,1,2,0,02/13/24
-96.507,2,3,0,02/14/24
-91.937,2,0,0,02/14/24
-93.297,2,2,0,02/14/24
-94.146,3,3,0,02/15/24
-93.709,3,0,0,02/15/24
-95.402,3,1,0,02/15/24
-92.556,3,2,0,02/15/24
-94.102,4,0,0,02/16/24
-92.028,4,1,0,02/16/24
-96.029,4,2,0,02/16/24
-93.224,5,3,0,02/17/24
-90.347,5,1,0,02/17/24
-95.866,5,2,0,02/17/24
-95.972,6,3,0,02/18/24
-91.893,6,0,0,02/18/24
-96.716,6,1,0,02/18/24
-93.722,0,3,0,02/19/24
-93.671,0,0,0,02/19/24
-94.42,0,1,0,02/19/24
-98.017,0,2,0,02/19/24
-95.763,1,3,0,02/20/24
-91.956,1,1,0,02/20/24
-97.253,1,2,0,02/20/24
-95.242,2,3,0,02/21/24
-85.147,2,0,0,02/21/24
-88.56,2,1,0,02/21/24
-97.244,3,3,0,02/22/24
-93.796,3,0,0,02/22/24
-92.347,3,1,0,02/22/24
-95.397,3,2,0,02/22/24
-90.832,4,3,0,02/23/24
-89.283,4,0,0,02/23/24
-94.085,4,2,0,02/23/24
-95.711,5,3,0,02/24/24
-94.663,5,0,0,02/24/24
-94.166,5,1,0,02/24/24
-96.033,5,2,0,02/24/24
-90.016,6,0,0,02/25/24
-95.727,6,1,0,02/25/24
-93.672,6,2,0,02/25/24
-89.664,0,3,0,02/26/24
-93.794,0,0,0,02/26/24
-94.154,0,2,0,02/26/24
-94.964,1,3,0,02/27/24
-88.278,1,0,0,02/27/24
-90.58,1,1,0,02/27/24
-94.569,1,2,0,02/27/24
-93.979,2,3,0,02/28/24
-92.17,2,1,0,02/28/24
-93.164,2,2,0,02/28/24
-96.372,3,3,0,02/29/24
-93.948,3,0,0,02/29/24
-93.775,3,1,0,02/29/24
-93.873,4,3,0,03/01/24
-96.032,4,0,0,03/01/24
-93.986,4,1,0,03/01/24
-93.901,4,2,0,03/01/24
-93.187,5,3,0,03/02/24
-94.754,5,0,0,03/02/24
-93.413,5,2,0,03/02/24
-94.361,6,3,0,03/03/24
-96.029,6,0,0,03/03/24
-93.883,6,1,0,03/03/24
-96.204,6,2,0,03/03/24
-93.08,0,0,0,03/04/24
-89.894,0,1,0,03/04/24
-92.43,0,2,0,03/04/24
-90.399,1,3,0,03/05/24
-93.64,1,0,0,03/05/24
-94.469,1,1,0,03/05/24
-89.063,2,3,0,03/06/24
-90.741,2,0,0,03/06/24
-90.397,2,1,0,03/06/24
-93.627,2,2,0,03/06/24
-92.693,3,3,0,03/07/24
-92.751,3,1,0,03/07/24
-95.352,3,2,0,03/07/24
-96.586,4,3,0,03/08/24
-91.471,4,0,0,03/08/24
-96.184,4,1,0,03/08/24
-93.589,5,3,0,03/09/24
-94.532,5,0,0,03/09/24
-96.33,5,1,0,03/09/24
-93.746,5,2,0,03/09/24
-93.683,6,3,0,03/10/24
-95.063,6,1,0,03/10/24
-93.258,6,2,0,03/10/24
-96.543,0,3,0,03/11/24
-93.485,0,0,0,03/11/24
-93.208,0,1,0,03/11/24
-93.538,1,3,0,03/12/24
-92.798,1,0,0,03/12/24
-91.942,1,1,0,03/12/24
-94.351,1,2,0,03/12/24
-91.837,2,3,0,03/13/24
-94.059,2,0,0,03/13/24
-96.257,2,2,0,03/13/24
-95.587,3,3,0,03/14/24
-89.014,3,0,0,03/14/24
-92.499,3,1,0,03/14/24
-91.845,3,2,0,03/14/24
-89.368,4,0,0,03/15/24
-91.607,4,1,0,03/15/24
-93.553,4,2,0,03/15/24
-90.445,5,3,0,03/16/24
-94.937,5,0,0,03/16/24
-88.944,5,2,0,03/16/24
-93.872,6,3,0,03/17/24
-96.122,6,0,0,03/17/24
-96.463,6,1,0,03/17/24
-90.387,0,3,0,03/18/24
-93.103,0,0,0,03/18/24
-90.109,0,1,0,03/18/24
-93.316,0,2,0,03/18/24
-94.529,1,3,0,03/19/24
-90.275,1,1,0,03/19/24
-92.9,1,2,0,03/19/24
-94.17,2,3,0,03/20/24
-93.441,2,0,0,03/20/24
-91.092,2,1,0,03/20/24
-96.669,2,2,0,03/20/24
-92.975,3,0,0,03/21/24
-92.315,3,1,0,03/21/24
-94.459,3,2,0,03/21/24
-94.215,4,3,0,03/22/24
-91.355,4,1,0,03/22/24
-93.689,4,2,0,03/22/24
-93.867,5,3,0,03/23/24
-93.62,5,0,0,03/23/24
-93.969,5,1,0,03/23/24
-94.331,5,2,0,03/23/24
-94.324,6,0,0,03/24/24
-91.281,6,1,0,03/24/24
-95.026,6,2,0,03/24/24
-89.866,0,3,0,03/25/24
-91.849,0,0,0,03/25/24
-97.698,0,2,0,03/25/24
-94.562,1,3,0,03/26/24
-92.587,1,0,0,03/26/24
-91.964,1,1,0,03/26/24
-91.157,1,2,0,03/26/24
-93.215,2,0,0,03/27/24
-93.14,2,1,0,03/27/24
-93.237,2,2,0,03/27/24
-96.215,3,3,0,03/28/24
-90.927,3,0,0,03/28/24
-91.121,3,2,0,03/28/24
-94.178,4,3,0,03/29/24
-95.212,4,0,0,03/29/24
-82.888,4,1,0,03/29/24
-93.882,4,2,0,03/29/24
-91.123,5,0,0,03/30/24
-93.662,5,1,0,03/30/24
-93.766,5,2,0,03/30/24
-96.393,6,3,0,03/31/24
-94.2,6,0,0,03/31/24
-91.083,6,2,0,03/31/24
-92.472,0,3,0,04/01/24
-89.141,0,0,0,04/01/24
-93.398,0,1,0,04/01/24
-91.221,0,2,0,04/01/24
-90.361,1,0,0,04/02/24
-95.961,1,1,0,04/02/24
-94.741,1,2,0,04/02/24
-90.777,2,3,0,04/03/24
