power,Day,Time_of_Day,Location,Date
-92.953,2,0,0,04/03/24
-88.395,2,2,0,04/03/24
-89.962,3,3,0,04/04/24
-83.127,3,0,0,04/04/24
-93.586,3,1,0,04/04/24
-95.913,3,2,0,04/04/24
-95.132,4,0,0,04/05/24
-96.206,4,2,0,04/05/24
-96.747,5,3,0,04/06/24
-92.947,5,0,0,04/06/24
-91.954,5,1,0,04/06/24
-92.26,6,3,0,04/07/24
-93.94,6,0,0,04/07/24
-95.587,6,1,0,04/07/24
-92.293,6,2,0,04/07/24
-92.099,0,3,0,04/08/24
-94.24,0,1,0,04/08/24
-92.609,0,2,0,04/08/24
-93.755,1,3,0,04/09/24
-93.694,1,0,0,04/09/24
-92.518,1,1,0,04/09/24
-96.037,2,3,0,04/10/24
-93.461,2,0,0,04/10/24
-92.451,2,1,0,04/10/24
-93.373,2,2,0,04/10/24
-93.788,3,3,0,04/11/24
-91.006,3,1,0,04/11/24
-92.728,3,2,0,04/11/24
-97.255,4,3,0,04/12/24
-93.096,4,0,0,04/12/24
-92.429,4,1,0,04/12/24
-94.867,4,2,0,04/12/24
-96.918,5,0,0,04/13/24
-95.566,5,1,0,04/13/24
-93.897,5,2,0,04/13/24
-93.546,6,3,0,04/14/24
-96.173,6,0,0,04/14/24
-91.437,6,2,0,04/14/24
-94.934,0,3,0,04/15/24
-91.627,0,0,0,04/15/24
-94.124,0,1,0,04/15/24
-94.985,0,2,0,04/15/24
-95.11,1,3,0,04/16/24
-91.336,1,1,0,04/16/24
-94.587,1,2,0,04/16/24
-92.731,2,3,0,04/17/24
-90.707,2,0,0,04/17/24
-98.171,2,1,0,04/17/24
-90.799,2,2,0,04/17/24
-91.201,3,0,0,04/18/24
-91.598,3,1,0,04/18/24
-91.622,3,2,0,04/18/24
-93.177,4,3,0,04/19/24
-92.473,4,0,0,04/19/24
-95.939,4,2,0,04/19/24
-94.816,5,3,0,04/20/24
-92.289,5,0,0,04/20/24
-95.502,5,1,0,04/20/24
-96.703,5,2,0,04/20/24
-96.311,6,0,0,04/21/24
-97.733,6,1,0,04/21/24
-96.16,6,2,0,04/21/24
-94.816,0,3,0,04/22/24
-96.712,0,0,0,04/22/24
-95.531,0,2,0,04/22/24
-94.207,1,3,0,04/23/24
-87.108,1,0,0,04/23/24
-93.922,1,1,0,04/23/24
-90.93,1,2,0,04/23/24
-94.045,2,0,0,04/24/24
-95.942,2,1,0,04/24/24
-93.828,2,2,0,04/24/24
-89.498,3,3,0,04/25/24
-93.357,3,0,0,04/25/24
-90.818,3,2,0,04/25/24
-93.708,4,3,0,04/26/24
-92.069,4,0,0,04/26/24
-85.623,4,1,0,04/26/24
-91.697,4,2,0,04/26/24
-91.053,5,0,0,04/27/24
-85.164,5,1,0,04/27/24
-96.497,5,2,0,04/27/24
-93.986,6,3,0,04/28/24
-94.202,6,0,0,04/28/24
-95.886,6,1,0,04/28/24
-93.924,0,3,0,04/29/24
-92.753,0,0,0,04/29/24
-92.144,0,1,0,04/29/24
-96.486,0,2,0,04/29/24
-96.69,1,0,0,04/30/24
-93.0,1,1,0,04/30/24
-96.647,1,2,0,04/30/24
-90.153,2,3,0,05/01/24
-91.307,2,0,0,05/01/24
-92.754,2,2,0,05/01/24
-96.03,3,3,0,05/02/24
-82.958,3,0,0,05/02/24
-94.037,3,1,0,05/02/24
-94.261,3,2,0,05/02/24
-92.486,4,3,0,05/03/24
-89.809,4,1,0,05/03/24
-96.005,4,2,0,05/03/24
-94.902,5,3,0,05/04/24
-90.217,5,0,0,05/04/24
-95.562,5,1,0,05/04/24
-97.358,6,3,0,05/05/24
-95.306,6,0,0,05/05/24
-94.878,6,1,0,05/05/24
-94.44,6,2,0,05/05/24
-93.607,0,0,0,05/06/24
-96.615,0,1,0,05/06/24
-91.285,0,2,0,05/06/24
-97.663,1,3,0,05/07/24
-94.376,1,0,0,05/07/24
-94.866,1,1,0,05/07/24
-95.124,2,3,0,05/08/24
-94.059,2,0,0,05/08/24
-95.605,2,1,0,05/08/24
-91.342,2,2,0,05/08/24
-94.062,3,3,0,05/09/24
-97.531,3,1,0,05/09/24
-91.948,3,2,0,05/09/24
-89.819,4,3,0,05/10/24
-93.915,4,0,0,05/10/24
-93.275,4,1,0,05/10/24
-94.074,4,2,0,05/10/24
-91.607,5,0,0,05/11/24
-92.388,5,1,0,05/11/24
-88.086,5,2,0,05/11/24
-94.054,6,3,0,05/12/24
-92.028,6,0,0,05/12/24
-95.485,6,2,0,05/12/24
-94.233,0,3,0,05/13/24
-91.528,0,0,0,05/13/24
-95.18,3,2,0,05/16/24
-91.851,4,3,0,05/17/24
-94.323,4,0,0,05/17/24
-93.915,4,2,0,05/17/24
-94.33,5,3,0,05/18/24
-90.863,5,0,0,05/18/24
-97.897,5,1,0,05/18/24
-94.586,5,2,0,05/18/24
-97.662,6,0,0,05/19/24
-95.685,6,1,0,05/19/24
-95.827,6,2,0,05/19/24
-90.37,0,3,0,05/20/24
-87.106,0,0,0,05/20/24
-91.776,0,2,0,05/20/24
-92.151,1,3,0,05/21/24
-93.814,1,0,0,05/21/24
-89.018,1,1,0,05/21/24
-89.265,1,2,0,05/21/24
-93.788,2,0,0,05/22/24
-91.749,2,1,0,05/22/24
-95.03,2,2,0,05/22/24
-90.212,3,3,0,05/23/24
-89.622,3,0,0,05/23/24
-90.469,3,1,0,05/23/24
-94.509,4,3,0,05/24/24
-93.419,4,0,0,05/24/24
-93.436,4,1,0,05/24/24
-94.903,4,2,0,05/24/24
-93.999,5,3,0,05/25/24
-97.445,5,1,0,05/25/24
-93.924,5,2,0,05/25/24
-94.879,6,3,0,05/26/24
-96.801,6,0,0,05/26/24
-96.302,6,1,0,05/26/24
-91.18,0,3,0,05/27/24
-95.911,0,0,0,05/27/24
-95.893,0,1,0,05/27/24
-95.334,0,2,0,05/27/24
-97.812,1,3,0,05/28/24
-93.649,1,1,0,05/28/24
-94.412,1,2,0,05/28/24
-94.727,2,3,0,05/29/24
-94.426,2,0,0,05/29/24
-96.791,2,1,0,05/29/24
-95.249,3,3,0,05/30/24
-93.686,3,0,0,05/30/24
-94.589,3,1,0,05/30/24
-91.743,3,2,0,05/30/24
-93.939,4,3,0,05/31/24
-92.674,4,0,0,05/31/24
-97.608,4,2,0,05/31/24
-90.101,5,3,0,06/01/24
-95.232,5,0,0,06/01/24
-93.167,5,1,0,06/01/24
-90.47,5,2,0,06/01/24
-94.793,6,3,0,06/02/24
-100.482,6,1,0,06/02/24
-98.859,6,2,0,06/02/24
-99.584,0,3,0,06/03/24
-98.451,0,0,0,06/03/24
-97.792,0,1,0,06/03/24
-97.691,1,3,0,06/04/24
-83.406,1,0,0,06/04/24
-95.649,1,1,0,06/04/24
-95.08,1,2,0,06/04/24
-91.263,2,3,0,06/05/24
-93.759,2,1,0,06/05/24
-91.314,2,2,0,06/05/24
-95.443,3,3,0,06/06/24
-96.046,3,0,0,06/06/24
-100.339,3,1,0,06/06/24
-97.339,4,3,0,06/07/24
-94.688,4,0,0,06/07/24
-95.325,4,1,0,06/07/24
-95.17,4,2,0,06/07/24
-92.433,5,3,0,06/08/24
-99.975,5,1,0,06/08/24
-100.659,5,2,0,06/08/24
-91.018,6,3,0,06/09/24
-96.284,6,0,0,06/09/24
-92.753,6,1,0,06/09/24
-92.426,6,2,0,06/09/24
-92.666,0,0,0,06/10/24
-95.793,0,1,0,06/10/24
-98.815,0,2,0,06/10/24
-95.817,1,3,0,06/11/24
-90.839,1,0,0,06/11/24
-96.153,1,2,0,06/11/24
-97.559,2,3,0,06/12/24
-98.712,2,0,0,06/12/24
-95.46,2,1,0,06/12/24
-95.185,2,2,0,06/12/24
-100.793,3,0,0,06/13/24
-87.312,3,1,0,06/13/24
-101.142,3,2,0,06/13/24
-96.165,4,3,0,06/14/24
-84.227,4,0,0,06/14/24
-92.251,4,2,0,06/14/24
-96.578,5,3,0,06/15/24
-96.531,5,0,0,06/15/24
-93.621,5,1,0,06/15/24
-101.226,5,2,0,06/15/24
-92.513,6,0,0,06/16/24
-98.228,6,1,0,06/16/24
-96.321,6,2,0,06/16/24
-95.441,0,3,0,06/17/24
-101.082,0,0,0,06/17/24
-99.548,0,2,0,06/17/24
-92.803,1,3,0,06/18/24
-93.841,1,0,0,06/18/24
-96.63,1,1,0,06/18/24
-92.267,1,2,0,06/18/24
-94.618,2,3,0,06/19/24
-98.437,2,1,0,06/19/24
-95.069,3,0,0,06/20/24
-93.891,3,1,0,06/20/24
-101.563,4,3,0,06/21/24
-100.91,4,0,0,06/21/24
-95.327,4,1,0,06/21/24
-97.793,4,2,0,06/21/24
-92.616,5,3,0,06/22/24
-91.976,5,1,0,06/22/24
-96.23,5,2,0,06/22/24
-96.502,6,3,0,06/23/24
-94.213,6,0,0,06/23/24
-91.822,6,1,0,06/23/24
-96.154,0,3,0,06/24/24
-94.092,0,0,0,06/24/24
-99.696,0,1,0,06/24/24
-92.617,0,2,0,06/24/24
-90.272,1,3,0,06/25/24
-96.942,1,1,0,06/25/24
-94.261,1,2,0,06/25/24
-96.487,2,3,0,06/26/24
-90.771,2,0,0,06/26/24
-99.892,2,1,0,06/26/24
-96.346,3,3,0,06/27/24
-93.537,3,0,0,06/27/24
-91.388,3,1,0,06/27/24
-101.457,3,2,0,06/27/24
-95.89,4,3,0,06/28/24
-94.879,4,0,0,06/28/24
-91.146,4,2,0,06/28/24
-99.754,5,3,0,06/29/24
-94.071,5,0,0,06/29/24
-94.907,5,1,0,06/29/24
-84.831,6,3,0,06/30/24
-91.379,6,0,0,06/30/24
-100.721,6,1,0,06/30/24
-96.545,6,2,0,06/30/24
-97.108,0,3,0,07/01/24
-100.271,0,1,0,07/01/24
-90.323,0,2,0,07/01/24
-97.536,1,3,0,07/02/24
-98.0,1,0,0,07/02/24
-93.118,1,1,0,07/02/24
-95.204,1,2,0,07/02/24
-96.029,2,0,0,07/03/24
-96.011,2,1,0,07/03/24
-99.666,2,2,0,07/03/24
-90.822,3,3,0,07/04/24
-100.72,3,0,0,07/04/24
-95.212,3,2,0,07/04/24
-91.283,4,3,0,07/05/24
-93.269,4,0,0,07/05/24
-69.491,4,1,0,07/05/24
-100.521,4,2,0,07/05/24
-93.398,5,0,0,07/06/24
-91.867,5,1,0,07/06/24
-97.151,5,2,0,07/06/24
-100.986,6,3,0,07/07/24
-97.92,6,0,0,07/07/24
-98.205,6,2,0,07/07/24
-101.093,0,3,0,07/08/24
-94.074,0,0,0,07/08/24
-93.965,0,1,0,07/08/24
-97.615,1,3,0,07/09/24
-95.918,1,0,0,07/09/24
-94.636,1,1,0,07/09/24
-90.066,1,2,0,07/09/24
-97.969,2,3,0,07/10/24
-97.432,2,0,0,07/10/24
-100.36,2,2,0,07/10/24
-101.461,3,3,0,07/11/24
-100.916,3,0,0,07/11/24
-96.306,4,0,0,07/12/24
-100.002,4,1,0,07/12/24
-93.389,4,2,0,07/12/24
-90.771,5,0,0,07/13/24
-94.731,5,1,0,07/13/24
-95.02,5,2,0,07/13/24
-101.398,6,3,0,07/14/24
-92.813,6,1,0,07/14/24
-97.867,6,2,0,07/14/24
-97.66,0,3,0,07/15/24
-92.224,0,0,0,07/15/24
-101.138,0,1,0,07/15/24
-98.075,1,3,0,07/16/24
-93.824,1,0,0,07/16/24
-93.867,1,1,0,07/16/24
-93.435,1,2,0,07/16/24
-96.131,2,3,0,07/17/24
-92.428,2,1,0,07/17/24
-97.866,2,2,0,07/17/24
-101.418,3,3,0,07/18/24
-95.26,3,0,0,07/18/24
-101.229,3,2,0,07/18/24
-97.882,4,3,0,07/19/24
-95.579,4,0,0,07/19/24
-90.33,4,1,0,07/19/24
-97.769,4,2,0,07/19/24
-91.786,5,0,0,07/20/24
-96.098,5,1,0,07/20/24
-93.636,5,2,0,07/20/24
-96.155,6,3,0,07/21/24
-98.335,6,1,0,07/21/24
-100.554,6,2,0,07/21/24
-93.939,0,3,0,07/22/24
-85.918,0,0,0,07/22/24
-95.994,0,2,0,07/22/24
-97.961,1,3,0,07/23/24
-94.498,1,2,0,07/23/24
-91.492,2,3,0,07/24/24
-96.104,2,0,0,07/24/24
-99.491,2,1,0,07/24/24
-101.404,2,2,0,07/24/24
-96.067,3,3,0,07/25/24
-96.7,3,0,0,07/25/24
-100.759,3,1,0,07/25/24
-100.387,4,3,0,07/26/24
-95.217,4,0,0,07/26/24
-95.664,4,1,0,07/26/24
-101.034,4,2,0,07/26/24
-101.238,5,0,0,07/27/24
-99.491,5,1,0,07/27/24
-100.075,5,2,0,07/27/24
-100.837,6,3,0,07/28/24
-98.13,6,2,0,07/28/24
-97.327,0,0,0,07/29/24
-94.571,0,1,0,07/29/24
-97.717,0,2,0,07/29/24
-96.631,1,0,0,07/30/24
-89.154,1,1,0,07/30/24
-95.79,1,2,0,07/30/24
-92.992,2,3,0,07/31/24
-95.96,2,0,0,07/31/24
-100.204,2,1,0,07/31/24
-93.388,3,3,0,08/01/24
-97.25,3,0,0,08/01/24
-100.365,3,1,0,08/01/24
-94.811,3,2,0,08/01/24
-93.082,4,3,0,08/02/24
-92.933,4,1,0,08/02/24
-93.286,4,2,0,08/02/24
-97.964,5,3,0,08/03/24
-97.839,5,0,0,08/03/24
-98.353,5,1,0,08/03/24
-98.59,5,2,0,08/03/24
-95.436,6,3,0,08/04/24
-98.13,6,1,0,08/04/24
-97.945,6,2,0,08/04/24
-98.263,0,3,0,08/05/24
-97.433,0,0,0,08/05/24
-82.031,0,1,0,08/05/24
-92.07,0,2,0,08/05/24
-97.645,1,0,0,08/06/24
-91.939,1,1,0,08/06/24
-97.043,1,2,0,08/06/24
-94.169,2,3,0,08/07/24
-89.68,2,0,0,08/07/24
-97.162,2,1,0,08/07/24
-97.891,2,2,0,08/07/24
-97.633,3,0,0,08/08/24
-96.905,3,1,0,08/08/24
-97.282,3,2,0,08/08/24
-94.756,4,3,0,08/09/24
-97.483,4,0,0,08/09/24
-97.725,4,1,0,08/09/24
-97.954,5,3,0,08/10/24
-97.634,5,0,0,08/10/24
-97.801,5,1,0,08/10/24
-98.086,6,3,0,08/11/24
-98.272,6,0,0,08/11/24
-94.681,6,1,0,08/11/24
-99.604,2,3,0,08/14/24
-95.557,2,0,0,08/14/24
-93.438,2,1,0,08/14/24
-100.649,2,2,0,08/14/24
-96.384,3,0,0,08/15/24
-87.107,3,1,0,08/15/24
-92.729,3,2,0,08/15/24
-97.219,4,3,0,08/16/24
-76.472,4,0,0,08/16/24
-97.738,4,1,0,08/16/24
-96.604,5,3,0,08/17/24
-94.428,5,0,0,08/17/24
-91.754,5,1,0,08/17/24
-99.278,5,2,0,08/17/24
-95.375,6,3,0,08/18/24
-91.461,6,1,0,08/18/24
-96.627,6,2,0,08/18/24
-95.524,0,3,0,08/19/24
-96.681,0,0,0,08/19/24
-88.689,0,1,0,08/19/24
-92.147,1,3,0,08/20/24
-92.892,1,0,0,08/20/24
-93.978,1,1,0,08/20/24
-95.838,1,2,0,08/20/24
-92.85,2,3,0,08/21/24
-93.912,2,1,0,08/21/24
-91.928,2,2,0,08/21/24
-97.148,3,3,0,08/22/24
-94.726,3,0,0,08/22/24
-97.718,3,1,0,08/22/24
-92.558,3,2,0,08/22/24
-95.926,4,0,0,08/23/24
-90.348,4,1,0,08/23/24
-96.959,4,2,0,08/23/24
-92.459,5,3,0,08/24/24
-100.38,5,1,0,08/24/24
-97.177,5,2,0,08/24/24
-95.624,6,3,0,08/25/24
-95.769,6,0,0,08/25/24
-92.688,6,1,0,08/25/24
-96.446,0,3,0,08/26/24
-94.692,0,0,0,08/26/24
-97.793,0,1,0,08/26/24
-91.212,0,2,0,08/26/24
-93.866,1,0,0,08/27/24
-94.767,1,1,0,08/27/24
-93.836,1,2,0,08/27/24
-96.084,2,3,0,08/28/24
-92.191,2,0,0,08/28/24
-95.232,2,2,0,08/28/24
-99.289,3,3,0,08/29/24
-92.081,3,0,0,08/29/24
-96.91,3,1,0,08/29/24
-95.666,3,2,0,08/29/24
-99.125,4,3,0,08/30/24
-91.706,4,1,0,08/30/24
-96.396,4,2,0,08/30/24
-96.008,5,3,0,08/31/24
-96.227,5,0,0,08/31/24
-100.871,5,1,0,08/31/24
-97.159,6,3,0,09/01/24
-91.873,6,0,0,09/01/24
-95.946,6,1,0,09/01/24
-100.518,6,2,0,09/01/24
-96.137,0,3,0,09/02/24
-100.085,0,1,0,09/02/24
-91.57,0,2,0,09/02/24
-96.421,1,3,0,09/03/24
-93.073,1,0,0,09/03/24
-90.347,1,1,0,09/03/24
-96.264,2,3,0,09/04/24
-96.69,2,0,0,09/04/24
-98.827,2,1,0,09/04/24
-95.149,2,2,0,09/04/24
-95.785,3,0,0,09/05/24
-86.776,3,1,0,09/05/24
-99.615,3,2,0,09/05/24
-99.423,4,3,0,09/06/24
-89.467,4,0,0,09/06/24
-96.298,4,1,0,09/06/24
-92.723,5,3,0,09/07/24
-99.539,5,0,0,09/07/24
-98.991,5,1,0,09/07/24
-96.398,5,2,0,09/07/24
-91.967,6,3,0,09/08/24
-99.96,6,1,0,09/08/24
-96.089,6,2,0,09/08/24
-90.531,0,3,0,09/09/24
-92.235,0,0,0,09/09/24
-88.837,0,1,0,09/09/24
-96.007,1,3,0,09/10/24
-95.536,1,0,0,09/10/24
-89.195,1,1,0,09/10/24
-92.37,1,2,0,09/10/24
-94.437,2,3,0,09/11/24
-93.558,2,1,0,09/11/24
-93.384,2,2,0,09/11/24
-100.323,3,3,0,09/12/24
-99.986,3,1,0,09/12/24
-96.128,3,2,0,09/12/24
-95.511,4,0,0,09/13/24
-79.948,4,1,0,09/13/24
-94.712,4,2,0,09/13/24
-93.032,5,3,0,09/14/24
-91.337,5,0,0,09/14/24
-91.133,5,2,0,09/14/24
-100.252,6,3,0,09/15/24
-100.253,6,0,0,09/15/24
-99.126,6,1,0,09/15/24
-95.19,6,2,0,09/15/24
-92.363,0,0,0,09/16/24
-97.232,0,1,0,09/16/24
-93.537,1,0,0,09/17/24
-94.917,1,2,0,09/17/24
-97.373,2,3,0,09/18/24
-96.798,2,0,0,09/18/24
-95.729,2,1,0,09/18/24
-97.212,2,2,0,09/18/24
-92.792,3,0,0,09/19/24
-95.922,3,1,0,09/19/24
-92.353,3,2,0,09/19/24
-91.615,4,3,0,09/20/24
-90.441,4,0,0,09/20/24
-86.147,4,2,0,09/20/24
-99.643,5,3,0,09/21/24
-92.32,5,0,0,09/21/24
-91.06,5,1,0,09/21/24
-96.383,5,2,0,09/21/24
-94.59,6,3,0,09/22/24
-90.884,6,1,0,09/22/24
-95.032,6,2,0,09/22/24
-94.408,0,3,0,09/23/24
-91.714,0,0,0,09/23/24
-95.597,0,1,0,09/23/24
-98.593,1,3,0,09/24/24
-93.596,1,0,0,09/24/24
-95.032,1,1,0,09/24/24
-91.354,1,2,0,09/24/24
-95.022,2,3,0,09/25/24
-84.389,2,1,0,09/25/24
-93.763,2,2,0,09/25/24
-91.402,3,3,0,09/26/24
-97.965,3,0,0,09/26/24
-99.998,3,1,0,09/26/24
-94.126,4,3,0,09/27/24
-86.903,4,0,0,09/27/24
-97.253,4,1,0,09/27/24
-99.031,4,2,0,09/27/24
-95.56,5,3,0,09/28/24
-94.246,5,1,0,09/28/24
-80.26,5,2,0,09/28/24
-100.047,6,3,0,09/29/24
-95.793,6,0,0,09/29/24
-90.73,6,1,0,09/29/24
-99.193,0,3,0,09/30/24
-96.971,0,1,0,09/30/24
-96.057,0,2,0,09/30/24
-99.381,1,3,0,10/01/24
-90.711,1,0,0,10/01/24
-93.335,1,2,0,10/01/24
-96.31,2,3,0,10/02/24
-98.639,2,0,0,10/02/24
-94.501,2,1,0,10/02/24
-92.629,2,2,0,10/02/24
-94.715,3,0,0,10/03/24
-99.896,3,2,0,10/03/24
-95.052,4,0,0,10/04/24
-96.786,4,1,0,10/04/24
-95.977,4,2,0,10/04/24
-96.878,5,3,0,10/05/24
-99.42,5,0,0,10/05/24
-95.314,5,2,0,10/05/24
-90.823,6,3,0,10/06/24
-91.423,6,0,0,10/06/24
-97.23,6,1,0,10/06/24
-96.964,6,2,0,10/06/24
-100.233,0,0,0,10/07/24
-95.008,0,1,0,10/07/24
-94.225,0,2,0,10/07/24
-95.637,1,3,0,10/08/24
-92.634,1,0,0,10/08/24
-97.34,1,2,0,10/08/24
-100.512,2,3,0,10/09/24
-95.255,2,0,0,10/09/24
-91.438,2,1,0,10/09/24
-91.297,2,2,0,10/09/24
-95.111,3,0,0,10/10/24
-94.541,3,2,0,10/10/24
-93.746,4,3,0,10/11/24
-93.088,4,0,0,10/11/24
-96.949,5,3,0,10/12/24
-95.939,5,0,0,10/12/24
-96.823,5,1,0,10/12/24
-91.306,5,2,0,10/12/24
-91.573,6,0,0,10/13/24
-89.7,6,1,0,10/13/24
-92.91,6,2,0,10/13/24
-100.168,0,3,0,10/14/24
-95.027,0,0,0,10/14/24
-92.716,0,2,0,10/14/24
-99.86,1,3,0,10/15/24
-91.342,1,0,0,10/15/24
-93.416,1,1,0,10/15/24
-96.801,2,3,0,10/16/24
-95.875,2,0,0,10/16/24
-87.946,2,1,0,10/16/24
-95.963,2,2,0,10/16/24
-95.298,3,3,0,10/17/24
-97.423,3,0,0,10/17/24
-92.485,3,2,0,10/17/24
-96.73,4,3,0,10/18/24
-91.884,4,1,0,10/18/24
-94.785,4,2,0,10/18/24
-95.556,5,0,0,10/19/24
-90.772,5,1,0,10/19/24
-95.61,5,2,0,10/19/24
-97.189,6,3,0,10/20/24
-90.035,6,0,0,10/20/24
-93.295,6,2,0,10/20/24
-95.233,0,3,0,10/21/24
-95.655,0,0,0,10/21/24
-96.771,0,1,0,10/21/24
-90.329,1,3,0,10/22/24
-94.959,1,0,0,10/22/24
-89.721,1,1,0,10/22/24
-95.874,1,2,0,10/22/24
-94.705,2,3,0,10/23/24
-92.627,2,0,0,10/23/24
-95.659,2,2,0,10/23/24
-96.352,3,3,0,10/24/24
-91.428,3,0,0,10/24/24
-93.899,3,1,0,10/24/24
-91.848,3,2,0,10/24/24
-93.83,4,0,0,10/25/24
-94.451,4,1,0,10/25/24
-93.315,4,2,0,10/25/24
-97.857,5,3,0,10/26/24
-95.774,5,0,0,10/26/24
-93.653,5,2,0,10/26/24
-98.567,6,3,0,10/27/24
-94.829,6,0,0,10/27/24
-90.273,6,1,0,10/27/24
-97.776,6,2,0,10/27/24
-91.472,0,0,0,10/28/24
-92.061,0,1,0,10/28/24
-95.459,0,2,0,10/28/24
-93.926,1,3,0,10/29/24
-93.201,1,0,0,10/29/24
-91.166,1,2,0,10/29/24
-95.935,2,3,0,10/30/24
-91.784,2,0,0,10/30/24
-91.178,2,1,0,10/30/24
-96.473,2,2,0,10/30/24
-91.434,3,0,0,10/31/24
-96.04,3,1,0,10/31/24
-92.723,3,2,0,10/31/24
-92.491,4,3,0,11/01/24
-87.214,4,0,0,11/01/24
-92.253,4,2,0,11/01/24
-95.859,5,3,0,11/02/24
-94.557,5,0,0,11/02/24
-97.51,5,1,0,11/02/24
-92.343,6,3,0,11/03/24
-92.971,6,3,0,11/03/24
-93.431,6,1,0,11/03/24
-94.829,6,2,0,11/03/24
-95.108,0,3,0,11/04/24
-92.641,0,0,0,11/04/24
-96.841,0,2,0,11/04/24
-90.821,1,3,0,11/05/24
-92.64,1,0,0,11/05/24
-93.228,1,1,0,11/05/24
-94.325,1,2,0,11/05/24
-94.461,2,0,0,11/06/24
-93.693,2,1,0,11/06/24
-95.34,2,2,0,11/06/24
-94.232,3,3,0,11/07/24
-92.027,3,0,0,11/07/24
-90.235,3,2,0,11/07/24
-95.597,4,3,0,11/08/24
-95.275,4,0,0,11/08/24
-95.649,4,1,0,11/08/24
-95.247,4,2,0,11/08/24
-94.551,5,0,0,11/09/24
-88.595,5,1,0,11/09/24
-95.593,5,2,0,11/09/24
-91.935,6,3,0,11/10/24
-90.793,6,1,0,11/10/24
-89.474,6,2,0,11/10/24
-97.475,0,3,0,11/11/24
-92.614,0,0,0,11/11/24
-89.068,0,1,0,11/11/24
-93.328,1,3,0,11/12/24
-92.586,1,0,0,11/12/24
-93.702,1,1,0,11/12/24
-94.006,1,2,0,11/12/24
-98.191,2,3,0,11/13/24
-92.266,2,0,0,11/13/24
-94.851,2,2,0,11/13/24
-92.543,3,3,0,11/14/24
-93.265,3,0,0,11/14/24
-93.483,3,1,0,11/14/24
-89.342,4,3,0,11/15/24
-94.038,4,0,0,11/15/24
-88.459,4,1,0,11/15/24
-97.429,4,2,0,11/15/24
-84.057,5,3,0,11/16/24
-96.591,5,0,0,11/16/24
-87.744,5,2,0,11/16/24
-94.342,6,3,0,11/17/24
-91.434,6,0,0,11/17/24
-97.165,6,1,0,11/17/24
-91.197,6,2,0,11/17/24
-94.047,0,0,0,11/18/24
-92.263,0,1,0,11/18/24
-97.033,0,2,0,11/18/24
-89.698,1,3,0,11/19/24
-89.057,1,0,0,11/19/24
-93.502,1,2,0,11/19/24
-93.943,2,3,0,11/20/24
-92.705,2,0,0,11/20/24
-90.753,2,1,0,11/20/24
-94.402,2,2,0,11/20/24
-93.804,3,0,0,11/21/24
-93.512,3,1,0,11/21/24
-97.258,3,2,0,11/21/24
-94.195,4,0,0,11/22/24
-94.663,4,1,0,11/22/24
-94.641,4,2,0,11/22/24
-97.327,5,0,0,11/23/24
-94.329,5,2,0,11/23/24
-90.603,6,3,0,11/24/24
-90.615,6,0,0,11/24/24
-95.141,6,2,0,11/24/24
-98.09,0,3,0,11/25/24
-94.805,0,0,0,11/25/24
-94.46,0,1,0,11/25/24
-97.226,1,3,0,11/26/24
-94.994,1,0,0,11/26/24
-95.305,1,1,0,11/26/24
-93.403,1,2,0,11/26/24
-91.078,2,0,0,11/27/24
-98.08,2,2,0,11/27/24
-90.196,3,3,0,11/28/24
-94.73,3,1,0,11/28/24
-90.603,3,2,0,11/28/24
-97.297,4,3,0,11/29/24
-98.099,4,0,0,11/29/24
-94.177,4,2,0,11/29/24
-89.953,5,3,0,11/30/24
-94.244,5,0,0,11/30/24
-95.249,5,2,0,11/30/24
-96.95,6,3,0,12/01/24
-92.727,6,0,0,12/01/24
-96.947,6,2,0,12/01/24
-95.305,0,3,0,12/02/24
-92.173,0,1,0,12/02/24
-92.117,1,3,0,12/03/24
-97.059,1,0,0,12/03/24
-95.525,1,1,0,12/03/24
-95.377,1,2,0,12/03/24
-94.273,2,0,0,12/04/24
-96.396,2,1,0,12/04/24
-94.685,2,2,0,12/04/24
-95.008,3,3,0,12/05/24
-80.561,3,1,0,12/05/24
-94.315,3,2,0,12/05/24
-94.422,4,3,0,12/06/24
-95.67,4,1,0,12/06/24
-91.627,4,2,0,12/06/24
-94.404,5,3,0,12/07/24
-91.75,5,0,0,12/07/24
-91.881,5,2,0,12/07/24
-94.596,6,0,0,12/08/24
-94.633,6,1,0,12/08/24
-95.255,6,2,0,12/08/24
-92.23,0,0,0,12/09/24
-96.23,0,1,0,12/09/24
-95.033,0,2,0,12/09/24
-94.154,1,3,0,12/10/24
-94.391,1,1,0,12/10/24
-94.285,1,2,0,12/10/24
-97.443,2,3,0,12/11/24
-94.177,2,1,0,12/11/24
-97.131,2,2,0,12/11/24
-95.244,3,3,0,12/12/24
-91.703,3,0,0,12/12/24
-97.353,3,2,0,12/12/24
-97.407,4,3,0,12/13/24
-95.571,4,0,0,12/13/24
-94.084,4,1,0,12/13/24
-92.326,4,2,0,12/13/24
-99.133,5,3,0,12/14/24
-96.947,5,1,0,12/14/24
-97.694,5,2,0,12/14/24
-93.973,6,3,0,12/15/24
-97.407,6,0,0,12/15/24
-94.565,0,3,0,12/16/24
-94.119,0,0,0,12/16/24
-97.195,1,3,0,12/17/24
-89.416,1,0,0,12/17/24
-84.213,1,1,0,12/17/24
-93.43,2,3,0,12/18/24
-94.233,2,0,0,12/18/24
